,BusID,BusNumber,DatagramDate,DatagramTime,DistanceTraveled,DBF,TBF,EventCount,ECPF,StopCount,SCPF,Concessionare
1154,571,31003,2019-01-16,10:51:54,53769050,110197,6,5471,34,3572,18,3
1155,571,31003,2019-01-18,05:22:11,54178861,409811,42,5554,83,3602,30,3
1156,571,31003,2019-01-18,10:17:12,54266382,87521,4,5567,13,3613,11,3
1157,571,31003,2019-01-19,05:31:35,54390868,124486,19,5591,24,3615,2,3
1158,571,31003,2019-01-19,08:24:38,54437143,46275,2,5606,15,3626,11,3
1159,571,31003,2019-01-19,22:44:18,54557016,119873,14,5620,14,3635,9,3
1160,571,31003,2019-01-21,19:18:28,54730637,173621,44,5652,32,3646,11,3
1161,571,31003,2019-01-21,20:09:28,54746541,15904,0,5653,1,3647,1,3
1162,571,31003,2019-01-22,04:34:28,54752898,6357,8,5662,9,3649,2,3
1163,571,31003,2019-01-22,20:55:29,55034733,281835,16,5686,24,3670,21,3
1164,571,31003,2019-01-23,05:26:14,55049164,14431,8,5704,18,3671,1,3
1165,571,31003,2019-01-23,22:46:18,55399973,350809,17,5730,26,3691,20,3
1166,571,31003,2019-01-25,04:35:10,55632373,232400,29,5755,25,3699,8,3
1167,571,31003,2019-01-25,12:46:11,55784056,151683,8,5775,20,3716,17,3
1168,571,31003,2019-01-25,20:35:36,55853191,69135,7,5778,3,3717,1,3
1169,571,31003,2019-01-28,05:13:12,56158488,305297,56,5829,51,3724,7,3
1170,571,31003,2019-01-28,21:12:45,56458341,299853,15,5867,38,3762,38,3
1171,571,31003,2019-01-31,12:22:18,57027950,569609,63,5957,90,3816,54,3
1172,571,31003,2019-01-31,19:14:07,57103083,75133,6,5959,2,3817,1,3
1173,571,31003,2019-01-31,22:42:51,57171646,68563,3,5986,27,3840,23,3
1174,571,31003,2019-02-01,20:48:48,57464513,292867,22,6038,52,3886,46,3
1175,571,31003,2019-02-02,21:32:09,57706326,241813,24,6066,28,3900,14,3
1176,571,31003,2019-02-04,05:05:38,57735503,29177,31,6082,16,3905,5,3
1177,571,31003,2019-02-04,15:38:46,57848801,113298,10,6105,23,3925,20,3
1178,571,31003,2019-02-04,22:52:48,57977053,128252,7,6106,1,3927,2,3
1179,571,31003,2019-02-05,04:43:21,58014831,37778,5,6126,20,3934,7,3
1180,571,31003,2019-02-05,21:12:20,58287502,272671,16,6156,30,3958,24,3
1181,571,31003,2019-02-08,04:55:07,58905770,618268,55,6204,48,3978,20,3
1182,571,31003,2019-02-08,12:24:45,58992274,86504,7,6240,36,4008,30,3
1183,571,31003,2019-02-09,17:49:34,59123535,131261,29,6269,29,4026,18,3
1184,571,31003,2019-02-09,22:36:35,59204796,81261,4,6300,31,4050,24,3
1185,571,31003,2019-02-11,05:08:00,59222363,17567,30,6313,13,4052,2,3
1186,571,31003,2019-02-11,15:58:35,59372584,150221,10,6338,25,4075,23,3
1187,571,31003,2019-02-12,04:36:57,59379042,6458,12,6348,10,4076,1,3
1188,571,31003,2019-02-12,20:33:14,59612102,233060,15,6370,22,4092,16,3
1189,571,31003,2019-02-13,04:43:01,59691781,79679,8,6389,19,4104,12,3
1190,571,31003,2019-02-13,20:33:01,59942911,251130,15,6406,17,4115,11,3
1191,571,31003,2019-02-14,04:16:34,59956376,13465,7,6412,6,4116,1,3
1192,571,31003,2019-02-14,21:28:50,60174292,217916,17,6430,18,4129,13,3
1193,571,31003,2019-02-15,05:02:19,60258839,84547,7,6447,17,4134,5,3
1194,571,31003,2019-02-15,09:56:15,60352258,93419,4,6465,18,4149,15,3
1195,571,31003,2019-02-15,18:56:08,60425604,73346,8,6469,4,4150,1,3
1196,571,31003,2019-02-15,21:11:06,60472850,47246,2,6477,8,4156,6,3
1197,571,31003,2019-02-18,04:29:58,60734684,261834,55,6534,57,4187,31,3
1198,571,31003,2019-02-18,20:42:59,61009743,275059,16,6559,25,4209,22,3
1199,571,31003,2019-02-19,06:36:50,61051179,41436,9,6562,3,4211,2,3
1200,571,31003,2019-02-20,05:53:30,61235916,184737,23,6592,30,4237,26,3
1201,571,31003,2019-02-20,22:31:39,61490467,254551,16,6636,44,4267,30,3
1202,571,31003,2019-02-21,05:33:12,61499501,9034,7,6642,6,4268,1,3
1203,571,31003,2019-02-21,09:30:12,61565010,65509,3,6658,16,4277,9,3
1204,571,31003,2019-02-21,19:30:14,61626867,61857,10,6660,2,4279,2,3
1205,571,31003,2019-02-21,20:23:13,61642328,15461,0,6664,4,4283,4,3
1206,571,31003,2019-02-23,06:02:14,61918883,276555,33,6710,46,4313,30,3
1207,571,31003,2019-02-23,08:21:15,61958504,39621,2,6728,18,4328,15,3
1208,571,31003,2019-02-23,16:18:44,62039021,80517,7,6732,4,4330,2,3
1209,571,31003,2019-02-23,19:20:51,62086885,47864,3,6735,3,4333,3,3
1210,571,31003,2019-02-25,04:52:58,62095409,8524,33,6747,12,4335,2,3
1211,571,31003,2019-02-25,21:12:29,62358851,263442,16,6778,31,4363,28,3
1212,571,31003,2019-02-26,04:35:50,62365229,6378,7,6785,7,4364,1,3
1213,571,31003,2019-02-26,09:35:50,62453514,88285,5,6819,34,4390,26,3
1214,571,31003,2019-02-26,15:29:41,62487081,33567,5,6822,3,4392,2,3
1215,571,31003,2019-02-27,05:33:14,62657143,170062,14,6843,21,4405,13,3
1216,571,31003,2019-02-27,09:11:15,62728409,71266,3,6858,15,4418,13,3
1217,571,31003,2019-02-27,17:52:29,62795140,66731,8,6864,6,4420,2,3
1218,571,31003,2019-02-27,19:04:28,62817169,22029,1,6865,1,4421,1,3
1219,571,31003,2019-02-28,05:07:25,62836310,19141,10,6876,11,4422,1,3
1220,571,31003,2019-02-28,19:38:50,63044309,207999,14,6907,31,4436,14,3
1221,571,31003,2019-02-28,20:25:50,63052753,8444,0,6911,4,4436,0,3
1222,571,31003,2019-02-28,23:42:50,63118025,65272,3,6933,22,4454,18,3
1223,571,31003,2019-03-01,05:32:53,63125763,7738,5,6940,7,4455,1,3
1224,571,31003,2019-03-01,22:55:40,63404200,278437,17,6985,45,4485,30,3
1225,571,31003,2019-03-04,05:25:20,63668220,264020,54,7020,35,4509,24,3
1226,571,31003,2019-03-04,09:19:20,63735995,67775,3,7035,15,4523,14,3
1227,571,31003,2019-03-04,17:39:32,63745340,9345,8,7040,5,4524,1,3
1228,571,31003,2019-03-05,22:56:59,64157111,411771,29,7099,59,4569,45,3
1229,571,31003,2019-03-07,04:32:19,64214797,57686,29,7121,22,4576,7,3
1230,571,31003,2019-03-08,04:47:59,64506473,291676,24,7159,38,4601,25,3
1231,571,31003,2019-03-08,11:35:58,64613143,106670,6,7177,18,4601,0,3
1232,571,31003,2019-03-08,20:33:54,64734558,121415,8,7178,1,4602,1,3
1233,571,31003,2019-03-09,05:05:23,64764002,29444,8,7185,7,4604,2,3
1234,571,31003,2019-03-09,09:31:32,64838049,74047,4,7203,18,4617,13,3
1235,571,31003,2019-03-09,22:32:27,64984331,146282,13,7207,4,4619,2,3
1236,571,31003,2019-03-11,04:47:12,64993038,8707,30,7220,13,4621,2,3
1237,571,31003,2019-03-11,20:40:14,65252761,259723,15,7239,19,4639,18,3
1238,571,31003,2019-03-12,18:12:01,65444421,191660,21,7282,43,4669,30,3
1239,571,31003,2019-03-13,04:49:18,65453975,9554,10,7287,5,4669,0,3
1240,571,31003,2019-03-13,16:34:32,65582960,128985,11,7314,27,4693,24,3
1241,571,31003,2019-03-15,05:18:41,65925650,342690,36,7428,114,4771,78,3
1242,571,31003,2019-03-15,13:27:17,66005921,80271,8,7445,17,4781,10,3
1243,571,31003,2019-03-15,20:19:56,66091042,85121,6,7449,4,4782,1,3
1244,571,31003,2019-03-17,19:22:18,66472655,381613,47,7478,29,4801,19,3
1245,571,31003,2019-03-17,22:56:17,66538129,65474,3,7482,4,4805,4,3
1246,571,31003,2019-03-18,06:15:41,66560049,21920,7,7489,7,4807,2,3
1247,571,31003,2019-03-18,09:34:37,66618388,58339,3,7495,6,4813,6,3
1248,571,31003,2019-03-18,20:09:42,66685779,67391,10,7508,13,4816,3,3
1249,571,31003,2019-03-18,23:35:40,66748593,62814,3,7533,25,4834,18,3
1250,571,31003,2019-03-20,19:39:22,67157454,408861,44,7657,124,4914,80,3
1251,571,31003,2019-03-20,20:24:24,67173006,15552,0,7660,3,4916,2,3
1252,571,31003,2019-03-21,17:07:41,67277797,104791,20,7681,21,4934,18,3
1253,571,31003,2019-03-21,20:00:43,67334078,56281,2,7691,10,4944,10,3
1254,571,31003,2019-03-21,20:32:48,67343597,9519,0,7696,5,4945,1,3
1255,571,31003,2019-03-21,22:33:44,67378909,35312,2,7712,16,4956,11,3
1256,571,31003,2019-03-23,06:15:46,67641470,262561,31,7763,51,4991,35,3
1257,571,31003,2019-03-23,09:30:44,67689475,48005,3,7779,16,5004,13,3
1258,571,31003,2019-03-26,04:57:54,67701511,12036,67,7794,15,5007,3,3
1259,571,31003,2019-03-26,20:43:16,67916038,214527,15,7808,14,5020,13,3
1260,571,31003,2019-03-27,04:53:03,68000695,84657,8,7829,21,5028,8,3
1261,571,31003,2019-03-27,11:38:38,68096074,95379,6,7850,21,5049,21,3
1262,571,31003,2019-03-27,20:36:48,68186506,90432,8,7851,1,5050,1,3
1263,571,31003,2019-03-29,05:29:53,68542073,355567,32,7893,42,5071,21,3
1264,571,31003,2019-03-29,09:09:18,68608335,66262,3,7919,26,5092,21,3
1265,571,31003,2019-04-01,05:31:57,68786629,178294,68,7949,30,5109,17,3
1266,571,31003,2019-04-01,09:08:59,68849357,62728,3,7963,14,5121,12,3
1267,571,31003,2019-04-01,17:05:16,68857911,8554,7,7974,11,5122,1,3
1268,571,31003,2019-04-01,23:32:18,68977268,119357,6,8014,40,5156,34,3
1269,571,31003,2019-04-02,05:05:12,68998308,21040,5,8018,4,5157,1,3
1270,571,31003,2019-04-03,06:00:58,69241981,243673,24,8094,76,5207,50,3
1271,571,31003,2019-04-03,10:02:41,69310073,68092,4,8116,22,5223,16,3
1272,571,31003,2019-04-16,06:49:33,71979688,2669615,308,8156,40,5256,33,3
1273,571,31003,2019-05-04,15:05:26,75060881,3081193,440,8159,3,5278,22,3
1274,571,31003,2019-05-25,13:53:45,79493809,4432928,502,8163,4,5298,20,3
1275,571,31003,2019-05-28,12:19:33,79860289,366480,70,8164,1,5302,4,3
1276,571,31003,2019-05-30,21:27:12,80552722,692433,57,8164,0,5305,3,3
1277,626,11023,2018-10-30,10:13:07,23231266,23231266,3682,1,1,265,265,1
1278,626,11023,2019-02-13,14:48:10,31624039,8392773,2548,3,2,429,164,1
1279,626,11023,2019-04-16,09:41:03,37509408,5885369,1482,5,2,523,94,1
1280,626,11023,2019-05-02,06:29:52,38737333,1227925,380,7,2,538,15,1
1281,626,11023,2019-05-30,23:33:37,41475883,2738550,689,7,0,588,50,1
1282,628,11025,2018-06-12,13:52:53,1431065,1431065,325,1,1,16,16,1
1283,628,11025,2018-07-18,22:44:03,9506098,8075033,872,2,1,82,66,1
1284,628,11025,2018-07-26,14:26:40,10825930,1319832,183,3,1,93,11,1
1285,628,11025,2018-08-16,13:22:22,13647604,2821674,502,5,2,143,50,1
1286,628,11025,2018-09-11,14:32:30,16261622,2614018,625,8,3,184,41,1
1287,628,11025,2019-02-21,11:57:58,40590789,24329167,3909,15,7,218,34,1
1288,628,11025,2019-05-30,23:59:57,71541118,30950329,2364,15,0,294,76,1
1289,780,11015,2018-06-01,05:44:22,290890,290890,53,1,1,6,6,1
1290,780,11015,2018-10-25,06:04:20,23946254,23655364,3504,2,1,160,154,1
1291,780,11015,2018-12-08,20:46:12,32577753,8631499,1070,3,1,236,76,1
1292,780,11015,2019-01-17,09:06:29,35649078,3071325,948,4,1,266,30,1
1293,780,11015,2019-03-21,19:30:43,46633091,10984013,1522,5,1,348,82,1
1294,780,11015,2019-05-30,04:30:07,56211352,9578261,1664,5,0,433,85,1
1295,826,11032,2018-07-10,13:52:23,9451319,9451319,997,3,3,69,69,1
1296,826,11032,2018-08-11,06:55:23,16326962,6875643,761,6,3,119,50,1
1297,826,11032,2018-09-28,17:54:05,25253062,8926100,1162,7,1,151,32,1
1298,826,11032,2018-10-13,12:16:18,28179885,2926823,354,9,2,156,5,1
1299,826,11032,2018-10-13,15:57:03,28237737,57852,3,10,1,159,3,1
1300,826,11032,2018-12-03,12:44:22,36504850,8267113,1220,12,2,177,18,1
1301,826,11032,2019-01-21,20:41:11,44128893,7624043,1183,15,3,195,18,1
1302,826,11032,2019-05-30,21:50:35,65284475,21155582,3097,18,3,227,32,1
1303,827,11033,2018-08-06,17:24:37,17620173,17620173,1649,1,1,83,83,1
1304,827,11033,2018-09-14,18:36:06,27262899,9642726,937,2,1,139,56,1
1305,827,11033,2018-12-28,08:02:29,49724139,22461240,2509,3,1,277,138,1
1306,827,11033,2019-01-03,13:00:21,51135726,1411587,148,7,4,290,13,1
1307,827,11033,2019-01-16,11:52:18,54196065,3060339,310,9,2,308,18,1
1308,827,11033,2019-05-24,17:37:50,78878197,24682132,3077,12,3,452,144,1
1309,827,11033,2019-05-30,23:59:43,80550195,1671998,150,12,0,466,14,1
1310,828,11034,2018-06-20,20:00:01,4162475,4162475,524,1,1,22,22,1
1311,828,11034,2018-08-06,16:14:48,9824841,5662366,1124,3,2,53,31,1
1312,828,11034,2018-09-04,19:01:29,13342776,3517935,698,5,2,79,26,1
1313,828,11034,2018-09-17,09:06:41,16237693,2894917,302,8,3,106,27,1
1314,828,11034,2018-10-25,07:12:14,23729081,7491388,910,10,2,169,63,1
1315,828,11034,2019-02-22,06:54:18,52413070,28683989,2879,12,2,359,190,1
1316,828,11034,2019-05-08,15:54:05,67640959,15227889,1808,19,7,457,98,1
1317,828,11034,2019-05-10,16:11:27,68201312,560353,48,20,1,462,5,1
1318,828,11034,2019-05-13,06:48:01,68379214,177902,62,22,2,468,6,1
1319,828,11034,2019-05-30,22:31:28,72256961,3877747,423,25,3,492,24,1
1320,829,11035,2018-07-06,09:05:40,8158073,8158073,897,1,1,49,49,1
1321,829,11035,2018-07-17,14:03:43,10292391,2134318,268,2,1,64,15,1
1322,829,11035,2018-08-02,08:24:58,14324300,4031909,378,4,2,80,16,1
1323,829,11035,2019-01-26,11:49:30,42704229,28379929,4251,5,1,240,160,1
1324,829,11035,2019-05-30,20:48:06,66643571,23939342,2984,6,1,350,110,1
1325,830,11036,2018-09-04,13:52:54,27368312,27368312,2341,1,1,56,56,1
1326,830,11036,2018-09-18,13:34:12,31027336,3659024,335,3,2,85,29,1
1327,830,11036,2018-10-10,17:39:20,36708808,5681472,532,6,3,106,21,1
1328,830,11036,2018-11-13,17:05:53,44744739,8035931,815,7,1,166,60,1
1329,830,11036,2019-01-14,12:12:33,55977430,11232691,1483,8,1,253,87,1
1330,830,11036,2019-02-04,13:45:49,57592479,1615049,505,10,2,267,14,1
1331,830,11036,2019-02-08,07:30:09,57667586,75107,89,11,1,269,2,1
1332,830,11036,2019-03-02,13:51:31,61225752,3558166,534,13,2,286,17,1
1333,830,11036,2019-03-21,16:58:44,65131321,3905569,459,14,1,322,36,1
1334,830,11036,2019-03-29,09:32:14,66230163,1098842,184,15,1,336,14,1
1335,830,11036,2019-04-11,08:07:49,69060762,2830599,310,16,1,350,14,1
1336,830,11036,2019-05-30,23:55:01,76937082,7876320,1191,16,0,397,47,1
1337,831,11037,2018-06-16,19:32:47,3973593,3973593,427,1,1,34,34,1
1338,831,11037,2018-07-28,16:37:47,15361463,11387870,1005,2,1,103,69,1
1339,831,11037,2018-09-17,19:45:30,27739746,12378283,1227,3,1,184,81,1
1340,831,11037,2018-09-19,17:18:28,28167527,427781,45,5,2,190,6,1
1341,831,11037,2018-09-29,16:24:49,30780434,2612907,239,6,1,210,20,1
1342,831,11037,2018-12-26,07:03:55,50962501,20182067,2102,7,1,335,125,1
1343,831,11037,2019-02-07,11:59:47,59962876,9000375,1036,11,4,368,33,1
1344,831,11037,2019-05-30,23:42:35,83538654,23575778,2699,11,0,512,144,1
1345,832,11038,2018-06-07,19:43:06,1764074,1764074,211,1,1,6,6,1
1346,832,11038,2018-08-02,10:15:18,15851616,14087542,1334,2,1,93,87,1
1347,832,11038,2018-09-18,15:39:13,26354971,10503355,1133,3,1,153,60,1
1348,832,11038,2019-01-30,11:19:14,58032388,31677417,3211,4,1,372,219,1
1349,832,11038,2019-02-12,06:36:38,61551732,3519344,307,6,2,398,26,1
1350,832,11038,2019-02-27,15:02:31,65225721,3673989,368,15,9,419,21,1
1351,832,11038,2019-03-07,12:38:46,67255320,2029599,189,16,1,435,16,1
1352,832,11038,2019-04-02,17:07:03,74264052,7008732,628,21,5,477,42,1
1353,832,11038,2019-04-03,06:01:59,74323911,59859,12,26,5,480,3,1
1354,832,11038,2019-05-30,23:45:19,85811343,11487432,1385,26,0,508,28,1
1355,834,11040,2018-06-06,07:03:17,1933514,1933514,175,1,1,12,12,1
1356,834,11040,2018-09-06,10:58:31,19452925,17519411,2211,6,5,84,72,1
1357,834,11040,2018-09-24,13:46:45,24238489,4785564,434,8,2,107,23,1
1358,834,11040,2018-10-12,18:53:35,26470930,2232441,437,10,2,133,26,1
1359,834,11040,2018-12-23,14:29:16,36698308,10227378,1723,11,1,232,99,1
1360,834,11040,2019-04-30,16:00:32,63368116,26669808,3073,14,3,388,156,1
1361,834,11040,2019-05-30,23:05:32,68284826,4916710,727,17,3,420,32,1
1362,835,11041,2018-10-12,15:20:33,29854638,29854638,3255,1,1,174,174,1
1363,835,11041,2018-10-26,12:49:12,32047949,2193311,333,3,2,192,18,1
1364,835,11041,2018-10-31,18:22:34,33173738,1125789,125,5,2,204,12,1
1365,835,11041,2019-02-23,15:58:34,60850062,27676324,2757,9,4,366,162,1
1366,835,11041,2019-04-29,15:50:13,74405981,13555919,1559,11,2,442,76,1
1367,835,11041,2019-05-30,23:02:42,82579960,8173979,751,11,0,488,46,1
1368,836,11042,2018-10-01,11:18:45,26300199,26300199,2987,1,1,147,147,1
1369,836,11042,2018-10-02,09:34:54,26499564,199365,22,2,1,151,4,1
1370,836,11042,2018-10-03,09:17:12,26657289,157725,23,4,2,154,3,1
1371,836,11042,2018-10-03,21:03:19,26762017,104728,11,6,2,156,2,1
1372,836,11042,2018-10-11,07:05:57,26938122,176105,178,8,2,162,6,1
1373,836,11042,2018-10-12,10:22:49,27165592,227470,27,10,2,167,5,1
1374,836,11042,2018-10-22,12:18:54,27482364,316772,241,11,1,176,9,1
1375,836,11042,2018-12-13,14:10:09,40547389,13065025,1249,13,2,244,68,1
1376,836,11042,2018-12-26,06:36:00,43480849,2933460,304,14,1,266,22,1
1377,836,11042,2018-12-28,10:51:02,43985065,504216,52,16,2,269,3,1
1378,836,11042,2019-02-14,08:42:57,53101853,9116788,1149,20,4,327,58,1
1379,836,11042,2019-05-30,23:25:18,79635866,26534013,2534,20,0,463,136,1
1380,837,11043,2018-10-25,08:37:06,43812722,43812722,3560,1,1,162,162,1
1381,837,11043,2018-12-13,15:14:21,56507964,12695242,1182,4,3,247,85,1
1382,837,11043,2018-12-16,18:06:17,57320393,812429,74,5,1,259,12,1
1383,837,11043,2018-12-17,06:05:10,57369085,48692,11,6,1,261,2,1
1384,837,11043,2018-12-28,16:43:28,60782226,3413141,274,9,3,281,20,1
1385,837,11043,2019-02-25,06:44:47,76215216,15432990,1406,14,5,351,70,1
1386,837,11043,2019-05-29,13:27:47,99204633,22989417,2238,16,2,444,93,1
1387,837,11043,2019-05-30,23:41:33,99740730,536097,34,16,0,448,4,1
1388,838,11044,2018-07-14,13:32:12,12071436,12071436,1093,1,1,79,79,1
1389,838,11044,2018-09-18,14:21:41,25611645,13540209,1584,5,4,159,80,1
1390,838,11044,2018-09-20,13:16:13,26162386,550741,46,6,1,164,5,1
1391,838,11044,2018-10-16,12:55:24,32835045,6672659,623,8,2,196,32,1
1392,838,11044,2019-04-05,20:05:56,73212424,40377379,4111,10,2,432,236,1
1393,838,11044,2019-05-30,23:36:59,83394964,10182540,1323,10,0,505,73,1
1394,839,11045,2018-06-01,18:32:18,516406,516406,66,1,1,4,4,1
1395,839,11045,2018-06-02,10:18:55,578941,62535,15,4,3,8,4,1
1396,839,11045,2018-06-05,12:25:09,1132793,553852,74,7,3,12,4,1
1397,839,11045,2018-06-07,07:44:02,1651909,519116,43,10,3,16,4,1
1398,839,11045,2018-09-13,11:43:47,23512112,21860203,2355,13,3,175,159,1
1399,839,11045,2018-10-01,15:07:53,26866072,3353960,435,14,1,202,27,1
1400,839,11045,2019-02-26,07:35:11,60432753,33566681,3544,15,1,396,194,1
1401,839,11045,2019-05-30,23:24:20,75511714,15078961,2247,15,0,485,89,1
1402,877,21029,2018-07-29,12:40:23,8850907,8850907,1452,1,1,82,82,2
1403,877,21029,2018-10-30,16:22:27,26717068,17866161,2235,2,1,241,159,2
1404,877,21029,2018-11-10,12:31:46,28337724,1620656,260,3,1,273,32,2
1405,877,21029,2018-12-18,16:21:14,36275405,7937681,915,4,1,331,58,2
1406,877,21029,2019-01-26,12:26:05,44428383,8152978,932,6,2,382,51,2
1407,877,21029,2019-02-06,12:12:34,46433242,2004859,263,8,2,409,27,2
1408,877,21029,2019-03-11,14:57:04,55480427,9047185,794,11,3,468,59,2
1409,877,21029,2019-03-14,11:38:01,56323211,842784,68,12,1,472,4,2
1410,877,21029,2019-03-26,18:08:31,59314020,2990809,294,14,2,483,11,2
1411,877,21029,2019-04-13,13:31:55,63175259,3861239,427,15,1,524,41,2
1412,877,21029,2019-05-30,21:09:23,73723227,10547968,1135,17,2,611,87,2
1413,878,21030,2018-11-21,10:25:26,33730596,33730596,4210,1,1,234,234,2
1414,878,21030,2018-11-22,12:52:22,33965503,234907,26,2,1,236,2,2
1415,878,21030,2018-12-29,15:45:19,39593838,5628335,890,6,4,297,61,2
1416,878,21030,2019-03-12,07:17:23,56560111,16966273,1743,8,2,423,126,2
1417,878,21030,2019-05-30,23:36:28,73138204,16578093,1912,9,1,551,128,2
1418,879,21031,2018-10-29,16:28:39,24680120,24680120,3664,1,1,125,125,2
1419,879,21031,2018-10-30,17:17:07,25040951,360831,24,3,2,129,4,2
1420,879,21031,2019-03-06,20:17:49,101248702,76207751,3051,5,2,234,105,2
1421,879,21031,2019-03-07,07:49:05,101292174,43472,11,8,3,236,2,2
1422,879,21031,2019-03-13,10:40:34,102426385,1134211,146,14,6,247,11,2
1423,879,21031,2019-05-30,22:12:50,123597775,21171390,1883,17,3,372,125,2
1424,881,21033,2018-07-06,08:35:22,6851575,6851575,896,1,1,63,63,2
1425,881,21033,2018-07-16,08:55:31,8264338,1412763,240,2,1,89,26,2
1426,881,21033,2019-02-05,16:56:35,25232376,16968038,4904,5,3,228,139,2
1427,881,21033,2019-04-09,17:22:08,39773207,14540831,1512,6,1,356,128,2
1428,881,21033,2019-04-23,12:05:25,41477852,1704645,330,8,2,369,13,2
1429,881,21033,2019-05-30,21:31:35,51868687,10390835,897,8,0,436,67,2
1430,882,21034,2018-07-23,17:29:16,13393752,13393752,1313,1,1,112,112,2
1431,882,21034,2018-08-15,19:41:18,19144054,5750302,554,2,1,148,36,2
1432,882,21034,2018-08-18,17:59:49,19752969,608915,70,3,1,157,9,2
1433,882,21034,2018-09-28,16:46:05,28591162,8838193,982,4,1,239,82,2
1434,882,21034,2018-10-01,08:43:09,28743532,152370,63,7,3,244,5,2
1435,882,21034,2018-10-11,18:00:30,31423559,2680027,249,8,1,265,21,2
1436,882,21034,2019-03-29,06:56:57,41095334,9671775,4044,9,1,328,63,2
1437,882,21034,2019-04-02,17:57:37,42275310,1179976,107,12,3,335,7,2
1438,882,21034,2019-05-05,12:57:54,51489994,9214684,787,16,4,403,68,2
1439,882,21034,2019-05-09,15:20:28,52656881,1166887,98,20,4,414,11,2
1440,882,21034,2019-05-30,22:44:54,57367810,4710929,511,21,1,482,68,2
1441,883,21035,2018-05-31,06:43:44,6467,6467,30,1,1,2,2,2
1442,883,21035,2018-06-01,05:28:19,296024,289557,22,10,9,12,10,2
1443,883,21035,2018-06-01,15:13:08,366070,70046,9,12,2,15,3,2
1444,883,21035,2018-06-02,06:26:14,488350,122280,15,15,3,15,0,2
1445,883,21035,2018-06-05,04:43:51,841034,352684,70,21,6,20,5,2
1446,883,21035,2018-06-06,05:58:24,1211523,370489,25,30,9,30,10,2
1447,883,21035,2018-06-07,06:26:53,1463578,252055,24,39,9,40,10,2
1448,883,21035,2018-06-08,04:44:34,1793480,329902,22,44,5,44,4,2
1449,883,21035,2018-06-08,11:06:28,1899640,106160,6,47,3,47,3,2
1450,883,21035,2018-06-09,09:38:57,2221576,321936,22,54,7,54,7,2
1451,883,21035,2018-06-11,13:24:19,2426100,204524,51,60,6,61,7,2
1452,883,21035,2018-06-11,18:16:19,2507285,81185,4,62,2,64,3,2
1453,883,21035,2018-06-12,04:35:58,2609360,102075,10,65,3,67,3,2
1454,883,21035,2018-06-12,05:08:58,2615786,6426,0,66,1,69,2,2
1455,883,21035,2018-06-13,06:06:44,2914467,298681,24,77,11,75,6,2
1456,883,21035,2018-06-13,16:43:33,3019661,105194,10,79,2,78,3,2
1457,883,21035,2018-06-14,05:18:44,3083906,64245,12,82,3,82,4,2
1458,883,21035,2018-06-14,16:01:54,3168750,84844,10,85,3,85,3,2
1459,883,21035,2018-06-15,06:01:27,3286369,117619,13,88,3,90,5,2
1460,883,21035,2018-06-17,09:06:28,3558009,271640,51,98,10,99,9,2
1461,883,21035,2018-06-18,05:15:05,3688574,130565,20,101,3,102,3,2
1462,883,21035,2018-06-19,15:20:50,4125554,436980,34,113,12,116,14,2
1463,883,21035,2018-06-20,05:10:52,4233839,108285,13,116,3,118,2,2
1464,883,21035,2018-06-21,06:29:13,4547647,313808,25,126,10,124,6,2
1465,883,21035,2018-06-21,07:34:14,4560791,13144,1,127,1,124,0,2
1466,883,21035,2018-06-22,08:06:10,4822871,262080,24,134,7,128,4,2
1467,883,21035,2018-06-22,16:42:38,4897286,74415,8,135,1,129,1,2
1468,883,21035,2018-06-25,06:15:28,5011918,114632,61,136,1,133,4,2
1469,883,21035,2018-06-26,06:50:18,5115209,103291,24,138,2,134,1,2
1470,883,21035,2018-06-27,04:56:51,5446815,331606,22,147,9,141,7,2
1471,883,21035,2018-06-27,16:40:32,5561513,114698,11,150,3,145,4,2
1472,883,21035,2018-06-28,05:54:22,5646552,85039,13,152,2,147,2,2
1473,883,21035,2018-06-28,16:16:18,5682495,35943,10,153,1,148,1,2
1474,883,21035,2018-06-29,05:19:39,5879214,196719,13,157,4,152,4,2
1475,883,21035,2018-06-29,16:18:25,5986052,106838,10,161,4,156,4,2
1476,883,21035,2018-06-30,06:15:15,6146432,160380,13,165,4,161,5,2
1477,883,21035,2018-07-02,13:11:50,6322549,176117,54,167,2,163,2,2
1478,883,21035,2018-07-04,17:16:10,6531766,209217,52,175,8,170,7,2
1479,883,21035,2018-07-05,07:06:00,6622508,90742,13,180,5,175,5,2
1480,883,21035,2018-07-05,22:38:58,6866759,244251,15,192,12,181,6,2
1481,883,21035,2018-07-06,04:47:56,6921313,54554,6,193,1,181,0,2
1482,883,21035,2018-07-07,04:48:20,7040793,119480,24,196,3,185,4,2
1483,883,21035,2018-07-09,05:57:48,7414745,373952,49,212,16,197,12,2
1484,883,21035,2018-07-10,04:39:43,7744303,329558,22,219,7,202,5,2
1485,883,21035,2018-07-11,05:46:47,8126483,382180,25,229,10,212,10,2
1486,883,21035,2018-07-13,06:13:09,8253778,127295,48,235,6,217,5,2
1487,883,21035,2018-07-13,16:29:12,8336742,82964,10,239,4,221,4,2
1488,883,21035,2018-07-14,12:05:12,8387306,50564,19,240,1,223,2,2
1489,883,21035,2018-07-16,05:12:01,8544524,157218,41,244,4,226,3,2
1490,883,21035,2018-07-18,05:27:40,8654648,110124,48,247,3,229,3,2
