,BusID,BusNumber,DatagramDate,DatagramTime,DistanceTraveled,DBF,TBF,EventCount,ECPF,StopCount,SCPF,Concessionare
815,571,31003,2018-06-21,17:33:02,4746083,132023,12,411,22,303,16,3
816,571,31003,2018-06-21,18:08:23,4758251,12168,0,412,1,304,1,3
817,571,31003,2018-06-22,00:15:08,4853640,95389,6,436,24,327,23,3
818,571,31003,2018-06-22,04:20:35,4857474,3834,4,438,2,327,0,3
819,571,31003,2018-06-23,19:43:01,5075471,217997,39,465,27,350,23,3
820,571,31003,2018-06-24,06:38:06,5151764,76293,10,474,9,358,8,3
821,571,31003,2018-06-25,03:55:50,5156156,4392,21,481,7,358,0,3
822,571,31003,2018-06-25,04:06:50,5159258,3102,0,482,1,358,0,3
823,571,31003,2018-06-25,16:01:20,5270069,110811,11,505,23,371,13,3
824,571,31003,2018-06-25,20:39:21,5350650,80581,4,506,1,372,1,3
825,571,31003,2018-06-26,04:12:21,5408902,58252,7,522,16,387,15,3
826,571,31003,2018-06-26,05:02:47,5417690,8788,0,523,1,387,0,3
827,571,31003,2018-06-27,05:45:50,5752053,334363,24,558,35,412,25,3
828,571,31003,2018-06-27,15:41:46,5854743,102690,9,578,20,432,20,3
829,571,31003,2018-06-27,23:05:02,5988078,133335,7,592,14,440,8,3
830,571,31003,2018-06-28,05:07:19,5997289,9211,6,594,2,441,1,3
831,571,31003,2018-06-28,19:30:54,6188208,190919,14,615,21,463,22,3
832,571,31003,2018-06-29,00:34:23,6270814,82606,5,642,27,489,26,3
833,571,31003,2018-06-29,05:15:44,6281093,10279,4,646,4,490,1,3
834,571,31003,2018-06-29,18:27:17,6511459,230366,13,660,14,501,11,3
835,571,31003,2018-06-30,00:45:07,6613507,102048,6,688,28,527,26,3
836,571,31003,2018-06-30,05:48:52,6619157,5650,5,691,3,528,1,3
837,571,31003,2018-06-30,19:20:06,6726921,107764,13,715,24,552,24,3
838,571,31003,2018-07-01,20:30:51,6818803,91882,25,731,16,565,13,3
839,571,31003,2018-07-03,05:25:17,6828178,9375,32,738,7,566,1,3
840,571,31003,2018-07-03,20:09:19,7012036,183858,14,750,12,577,11,3
841,571,31003,2018-07-03,23:02:19,7075001,62965,2,762,12,582,5,3
842,571,31003,2018-07-04,04:42:45,7079567,4566,5,764,2,582,0,3
843,571,31003,2018-07-05,00:36:59,7386509,306942,19,786,22,601,19,3
844,571,31003,2018-07-05,04:30:06,7389061,2552,3,792,6,601,0,3
845,571,31003,2018-07-05,22:46:23,7712321,323260,18,831,39,634,33,3
846,571,31003,2018-07-06,04:52:52,7717702,5381,6,833,2,635,1,3
847,571,31003,2018-07-06,19:48:08,7806475,88773,14,843,10,644,9,3
848,571,31003,2018-07-07,02:44:03,7849523,43048,6,857,14,653,9,3
849,571,31003,2018-07-07,06:33:45,7856563,7040,3,862,5,654,1,3
850,571,31003,2018-07-07,09:37:27,7915600,59037,3,879,17,671,17,3
851,571,31003,2018-07-07,20:52:27,7918507,2907,11,882,3,671,0,3
852,571,31003,2018-07-08,20:33:50,7921704,3197,23,889,7,671,0,3
853,571,31003,2018-07-09,04:33:25,7929281,7577,7,893,4,671,0,3
854,571,31003,2018-07-10,01:27:09,7949385,20104,20,903,10,674,3,3
855,571,31003,2018-07-10,04:04:39,7952445,3060,2,904,1,674,0,3
856,571,31003,2018-07-10,04:40:28,7957079,4634,0,907,3,675,1,3
857,571,31003,2018-07-11,05:08:13,8307083,350004,24,931,24,695,20,3
858,571,31003,2018-07-11,16:29:09,8430524,123441,11,953,22,711,16,3
859,571,31003,2018-07-12,02:34:04,8441377,10853,10,956,3,712,1,3
860,571,31003,2018-07-12,05:29:36,8454435,13058,2,963,7,713,1,3
861,571,31003,2018-07-12,21:30:22,8747940,293505,16,986,23,728,15,3
862,571,31003,2018-07-12,22:31:11,8771953,24013,1,989,3,730,2,3
863,571,31003,2018-07-13,04:09:42,8775487,3534,5,994,5,730,0,3
864,571,31003,2018-07-13,04:58:54,8786069,10582,0,997,3,731,1,3
865,571,31003,2018-07-13,23:40:47,9148359,362290,18,1019,22,752,21,3
866,571,31003,2018-07-14,07:39:51,9228170,79811,7,1029,10,753,1,3
867,571,31003,2018-07-16,04:37:02,9646231,418061,44,1039,10,756,3,3
868,571,31003,2018-07-16,16:33:03,9750892,104661,11,1065,26,780,24,3
869,571,31003,2018-07-17,03:10:45,9790379,39487,10,1073,8,781,1,3
870,571,31003,2018-07-17,15:10:52,9794079,3700,12,1084,11,781,0,3
871,571,31003,2018-07-17,20:03:11,9855265,61186,4,1089,5,784,3,3
872,571,31003,2018-07-18,05:11:13,9917346,62081,9,1101,12,794,10,3
873,571,31003,2018-07-18,08:27:27,9962632,45286,3,1114,13,805,11,3
874,571,31003,2018-07-19,04:31:07,9968728,6096,20,1118,4,805,0,3
875,571,31003,2018-07-19,20:21:19,10160370,191642,15,1134,16,819,14,3
876,571,31003,2018-07-20,02:59:11,10217513,57143,6,1139,5,823,4,3
877,571,31003,2018-07-21,19:25:27,10220073,2560,40,1142,3,823,0,3
878,571,31003,2018-07-22,04:04:47,10225573,5500,8,1145,3,823,0,3
879,571,31003,2018-07-22,22:52:25,10504387,278814,18,1180,35,846,23,3
880,571,31003,2018-07-23,04:46:07,10507611,3224,5,1184,4,846,0,3
881,571,31003,2018-07-23,20:42:24,10694941,187330,15,1203,19,865,19,3
882,571,31003,2018-07-24,04:05:46,10749751,54810,7,1210,7,872,7,3
883,571,31003,2018-07-24,04:56:45,10756438,6687,0,1211,1,873,1,3
884,571,31003,2018-07-25,00:25:11,11118506,362068,19,1290,79,952,79,3
885,571,31003,2018-07-25,05:07:56,11124266,5760,4,1292,2,952,0,3
886,571,31003,2018-07-25,09:19:57,11207579,83313,4,1316,24,975,23,3
887,571,31003,2018-07-25,15:10:57,11210935,3356,5,1318,2,975,0,3
888,571,31003,2018-07-25,19:12:19,11257691,46756,4,1319,1,976,1,3
889,571,31003,2018-07-26,05:23:01,11296361,38670,10,1323,4,980,4,3
890,571,31003,2018-07-26,20:06:02,11442443,146082,14,1343,20,999,19,3
891,571,31003,2018-07-27,06:51:55,11467333,24890,10,1354,11,1001,2,3
892,571,31003,2018-07-27,15:02:41,11517626,50293,8,1365,11,1008,7,3
893,571,31003,2018-07-27,17:31:14,11529877,12251,2,1369,4,1009,1,3
894,571,31003,2018-07-30,05:10:06,11688234,158357,59,1391,22,1028,19,3
895,571,31003,2018-07-30,17:27:48,11784687,96453,12,1408,17,1044,16,3
896,571,31003,2018-07-31,04:42:04,11846901,62214,11,1415,7,1050,6,3
897,571,31003,2018-07-31,05:20:05,11852271,5370,0,1416,1,1051,1,3
898,571,31003,2018-08-01,03:32:49,12165111,312840,22,1450,34,1083,32,3
899,571,31003,2018-08-01,05:08:49,12183424,18313,1,1452,2,1084,1,3
900,571,31003,2018-08-01,19:14:16,12370679,187255,14,1468,16,1101,17,3
901,571,31003,2018-08-02,00:32:29,12395264,24585,5,1474,6,1104,3,3
902,571,31003,2018-08-02,04:19:41,12399959,4695,3,1478,4,1104,0,3
903,571,31003,2018-08-03,04:22:26,12702099,302140,24,1497,19,1121,17,3
904,571,31003,2018-08-03,06:30:53,12717652,15553,2,1502,5,1122,1,3
905,571,31003,2018-08-03,23:59:53,12949993,232341,17,1524,22,1143,21,3
906,571,31003,2018-08-04,06:06:27,12954438,4445,6,1526,2,1144,1,3
907,571,31003,2018-08-05,21:39:34,13279170,324732,39,1539,13,1158,14,3
908,571,31003,2018-08-06,04:14:09,13306571,27401,6,1550,11,1164,6,3
909,571,31003,2018-08-06,04:59:29,13310289,3718,0,1554,4,1166,2,3
910,571,31003,2018-08-07,09:10:49,13626329,316040,28,1577,23,1182,16,3
911,571,31003,2018-08-07,22:36:24,13847531,221202,13,1582,5,1185,3,3
912,571,31003,2018-08-08,05:30:07,13850182,2651,6,1586,4,1185,0,3
913,571,31003,2018-08-08,21:06:05,13990523,140341,15,1601,15,1196,11,3
914,571,31003,2018-08-08,23:48:45,14035070,44547,2,1609,8,1203,7,3
915,571,31003,2018-08-09,05:14:21,14040053,4983,5,1611,2,1203,0,3
916,571,31003,2018-08-10,03:34:52,14249499,209446,22,1623,12,1213,10,3
917,571,31003,2018-08-10,04:44:51,14256305,6806,1,1624,1,1214,1,3
918,571,31003,2018-08-11,06:20:20,14593444,337139,25,1639,15,1228,14,3
919,571,31003,2018-08-11,23:33:50,14883384,289940,17,1652,13,1239,11,3
920,571,31003,2018-08-12,02:02:54,14885826,2442,2,1654,2,1239,0,3
921,571,31003,2018-08-12,15:33:32,15065529,179703,13,1655,1,1241,2,3
922,571,31003,2018-08-12,19:42:11,15161833,96304,4,1656,1,1242,1,3
923,571,31003,2018-08-12,22:44:12,15238930,77097,3,1658,2,1243,1,3
924,571,31003,2018-08-13,19:28:49,15453717,214787,20,1671,13,1249,6,3
925,571,31003,2018-08-13,20:20:50,15472401,18684,0,1674,3,1251,2,3
926,571,31003,2018-08-14,17:18:29,15584127,111726,20,1690,16,1261,10,3
927,571,31003,2018-08-14,22:20:30,15730952,146825,5,1706,16,1274,13,3
928,571,31003,2018-08-15,20:13:06,15827483,96531,21,1723,17,1277,3,3
929,571,31003,2018-08-19,01:04:31,16977356,1149873,76,1793,70,1331,54,3
930,571,31003,2018-08-21,04:41:57,16988075,10719,51,1803,10,1332,1,3
931,571,31003,2018-08-22,04:46:38,17361986,373911,24,1816,13,1346,14,3
932,571,31003,2018-08-22,06:35:16,17383062,21076,1,1817,1,1347,1,3
933,571,31003,2018-08-22,21:11:59,17697770,314708,14,1822,5,1351,4,3
934,571,31003,2018-08-23,06:58:51,17705955,8185,9,1826,4,1351,0,3
935,571,31003,2018-08-23,20:37:17,17888251,182296,13,1835,9,1352,1,3
936,571,31003,2018-08-24,03:57:57,17957239,68988,7,1847,12,1363,11,3
937,571,31003,2018-08-26,20:14:07,18396215,438976,64,1870,23,1381,18,3
938,571,31003,2018-08-26,23:28:33,18461670,65455,3,1872,2,1384,3,3
939,571,31003,2018-08-27,05:15:28,18481612,19942,5,1876,4,1385,1,3
940,571,31003,2018-08-27,21:07:19,18848567,366955,15,1886,10,1393,8,3
941,571,31003,2018-08-29,20:18:00,19398817,550250,47,1919,33,1419,26,3
942,571,31003,2018-08-30,15:57:52,19531356,132539,19,1939,20,1433,14,3
943,571,31003,2018-08-30,23:51:57,19544697,13341,7,1941,2,1434,1,3
944,571,31003,2018-08-31,19:54:12,19814478,269781,20,1952,11,1438,4,3
945,571,31003,2018-08-31,23:10:13,19893738,79260,3,1958,6,1443,5,3
946,571,31003,2018-09-05,05:11:32,20972691,1078953,102,2030,72,1472,29,3
947,571,31003,2018-09-06,05:17:47,21526945,554254,24,2054,24,1486,14,3
948,571,31003,2018-09-06,15:04:47,21757054,230109,9,2070,16,1490,4,3
949,571,31003,2018-09-06,15:48:13,21765125,8071,0,2072,2,1490,0,3
950,571,31003,2018-09-06,20:24:23,21857661,92536,4,2074,2,1491,1,3
951,571,31003,2018-09-07,07:31:22,21962541,104880,11,2076,2,1493,2,3
952,571,31003,2018-09-07,11:34:22,22058782,96241,4,2077,1,1494,1,3
953,571,31003,2018-09-08,16:50:58,22439822,381040,29,2099,22,1507,13,3
954,571,31003,2018-09-10,05:30:01,22610674,170852,36,2109,10,1510,3,3
955,571,31003,2018-09-10,10:39:01,22737372,126698,5,2113,4,1514,4,3
956,571,31003,2018-09-10,20:54:53,22848185,110813,10,2115,2,1515,1,3
957,571,31003,2018-09-10,22:42:55,22895634,47449,1,2119,4,1519,4,3
958,571,31003,2018-09-11,04:40:04,22911868,16234,5,2132,13,1520,1,3
959,571,31003,2018-09-11,20:58:40,23170890,259022,16,2153,21,1533,13,3
960,571,31003,2018-09-12,05:08:57,23220750,49860,8,2168,15,1536,3,3
961,571,31003,2018-09-12,12:36:57,23397659,176909,7,2188,20,1554,18,3
962,571,31003,2018-09-13,22:51:11,23908353,510694,34,2208,20,1564,10,3
963,571,31003,2018-09-15,12:00:20,24228941,320588,37,2259,51,1596,32,3
964,571,31003,2018-09-15,19:29:22,24386007,157066,7,2267,8,1601,5,3
965,571,31003,2018-09-18,05:16:32,24690907,304900,57,2298,31,1615,14,3
966,571,31003,2018-09-18,18:21:54,25017274,326367,13,2306,8,1615,0,3
967,571,31003,2018-09-19,05:35:34,25023643,6369,11,2322,16,1616,1,3
968,571,31003,2018-09-19,14:53:20,25286960,263317,9,2330,8,1623,7,3
969,571,31003,2018-09-19,19:47:07,25375492,88532,4,2331,1,1624,1,3
970,571,31003,2018-09-19,23:40:28,25473898,98406,3,2339,8,1632,8,3
971,571,31003,2018-09-20,05:36:15,25479893,5995,5,2343,4,1633,1,3
972,571,31003,2018-09-20,23:38:19,25980735,500842,18,2349,6,1639,6,3
973,571,31003,2018-09-21,05:10:15,25990529,9794,5,2356,7,1640,1,3
974,571,31003,2018-09-21,13:55:05,26081910,91381,8,2370,14,1655,15,3
975,571,31003,2018-09-21,23:25:03,26242707,160797,9,2372,2,1657,2,3
976,571,31003,2018-09-21,23:52:44,26248786,6079,0,2373,1,1659,2,3
977,571,31003,2018-09-24,15:55:26,26869791,621005,64,2394,21,1666,7,3
978,571,31003,2018-09-25,20:27:36,27517123,647332,28,2407,13,1671,5,3
979,571,31003,2018-09-26,06:16:09,27630217,113094,9,2421,14,1677,6,3
980,571,31003,2018-09-26,22:28:11,28111879,481662,16,2429,8,1681,4,3
981,571,31003,2018-09-27,05:07:45,28121734,9855,6,2433,4,1683,2,3
982,571,31003,2018-09-27,08:43:45,28210826,89092,3,2449,16,1685,2,3
983,571,31003,2018-09-27,20:37:03,28340826,130000,11,2451,2,1687,2,3
984,571,31003,2018-09-29,05:18:38,28909591,568765,32,2485,34,1708,21,3
985,571,31003,2018-09-29,21:48:19,29444453,534862,16,2492,7,1716,8,3
986,571,31003,2018-10-01,05:13:28,29456688,12235,31,2499,7,1717,1,3
987,571,31003,2018-10-01,21:26:02,29867022,410334,16,2513,14,1729,12,3
988,571,31003,2018-10-02,05:02:52,29874039,7017,7,2520,7,1730,1,3
989,571,31003,2018-10-02,19:13:32,30044223,170184,14,2536,16,1746,16,3
990,571,31003,2018-10-03,05:19:05,30054890,10667,10,2548,12,1746,0,3
991,571,31003,2018-10-05,05:18:34,30938025,883135,47,2597,49,1780,34,3
992,571,31003,2018-10-05,20:18:37,31286868,348843,15,2626,29,1804,24,3
993,571,31003,2018-10-08,04:52:02,31316633,29765,56,2631,5,1806,2,3
994,571,31003,2018-10-08,10:29:03,31459456,142823,5,2661,30,1828,22,3
995,571,31003,2018-10-08,17:18:38,31493709,34253,6,2664,3,1829,1,3
996,571,31003,2018-10-10,05:35:14,32058146,564437,36,2733,69,1886,57,3
997,571,31003,2018-10-10,14:02:15,32234895,176749,8,2746,13,1897,11,3
998,571,31003,2018-10-10,19:35:23,32340118,105223,5,2747,1,1899,2,3
999,571,31003,2018-10-11,21:29:18,32808234,468116,25,2822,75,1958,59,3
1000,571,31003,2018-10-12,04:51:59,32820183,11949,7,2829,7,1959,1,3
1001,571,31003,2018-10-12,20:57:00,33209053,388870,16,2864,35,1988,29,3
1002,571,31003,2018-10-13,08:45:29,33279343,70290,11,2880,16,1999,11,3
1003,571,31003,2018-10-13,12:03:07,33306207,26864,3,2882,2,2001,2,3
1004,571,31003,2018-10-13,15:53:09,33398677,92470,3,2883,1,2002,1,3
1005,571,31003,2018-10-16,04:53:33,33411824,13147,61,2899,16,2004,2,3
1006,571,31003,2018-10-16,21:17:25,33782734,370910,16,2923,24,2020,16,3
1007,571,31003,2018-10-17,05:42:43,33802227,19493,8,2933,10,2022,2,3
1008,571,31003,2018-10-17,08:47:42,33853643,51416,3,2937,4,2027,5,3
1009,571,31003,2018-10-18,05:23:39,33877177,23534,20,2943,6,2028,1,3
1010,571,31003,2018-10-18,20:27:46,34226989,349812,15,2956,13,2040,12,3
1011,571,31003,2018-10-20,05:16:53,34579115,352126,32,2984,28,2057,17,3
1012,571,31003,2018-10-20,09:12:52,34675982,96867,3,3004,20,2075,18,3
1013,571,31003,2018-10-20,13:37:52,34719488,43506,4,3006,2,2076,1,3
1014,571,31003,2018-10-22,05:05:20,34976017,256529,39,3052,46,2103,27,3
1015,571,31003,2018-10-22,18:28:39,35237973,261956,13,3078,26,2127,24,3
1016,571,31003,2018-10-22,23:19:37,35362560,124587,4,3094,16,2139,12,3
1017,571,31003,2018-10-23,20:26:19,35597400,234840,21,3115,21,2153,14,3
1018,571,31003,2018-10-24,05:33:33,35662143,64743,9,3135,20,2164,11,3
1019,571,31003,2018-10-24,15:27:57,35817220,155077,9,3145,10,2174,10,3
1020,571,31003,2018-10-24,16:13:09,35836265,19045,0,3146,1,2175,1,3
1021,571,31003,2018-10-25,04:39:40,36070408,234143,12,3169,23,2191,16,3
1022,571,31003,2018-10-25,14:23:21,36256573,186165,9,3186,17,2206,15,3
1023,571,31003,2018-10-25,16:50:12,36278695,22122,2,3189,3,2208,2,3
1024,571,31003,2018-10-26,05:21:52,36423571,144876,12,3203,14,2215,7,3
1025,571,31003,2018-10-26,08:44:45,36506412,82841,3,3216,13,2222,7,3
1026,571,31003,2018-10-26,10:09:53,36516895,10483,1,3218,2,2223,1,3
1027,571,31003,2018-10-26,17:14:13,36670826,153931,7,3227,9,2232,9,3
1028,571,31003,2018-10-26,19:01:32,36677918,7092,1,3231,4,2233,1,3
1029,571,31003,2018-10-27,04:37:10,36818678,140760,9,3236,5,2238,5,3
1030,571,31003,2018-10-27,05:26:24,36827193,8515,0,3238,2,2239,1,3
1031,571,31003,2018-10-27,16:03:21,36932210,105017,10,3253,15,2255,16,3
1032,571,31003,2018-10-27,17:41:19,36970992,38782,1,3255,2,2256,1,3
1033,571,31003,2018-10-27,21:19:18,37063747,92755,3,3265,10,2262,6,3
1034,571,31003,2018-10-28,07:33:53,37072662,8915,10,3268,3,2263,1,3
1035,571,31003,2018-10-28,12:31:54,37220289,147627,4,3289,21,2280,17,3
1036,571,31003,2018-10-29,05:09:04,37240289,20000,16,3297,8,2281,1,3
1037,571,31003,2018-10-29,12:14:17,37378705,138416,7,3317,20,2292,11,3
1038,571,31003,2018-10-29,16:05:56,37390559,11854,3,3323,6,2292,0,3
1039,571,31003,2018-10-30,17:33:26,37916609,526050,25,3390,67,2347,55,3
1040,571,31003,2018-10-31,05:32:12,37924317,7708,11,3401,11,2347,0,3
1041,571,31003,2018-10-31,14:07:39,38040192,115875,8,3414,13,2353,6,3
1042,571,31003,2018-10-31,20:10:34,38108425,68233,6,3417,3,2355,2,3
1043,571,31003,2018-10-31,23:37:35,38207515,99090,3,3430,13,2367,12,3
1044,571,31003,2018-11-01,04:59:25,38218955,11440,5,3436,6,2370,3,3
1045,571,31003,2018-11-01,12:37:24,38338274,119319,7,3450,14,2378,8,3
1046,571,31003,2018-11-01,16:37:52,38351287,13013,4,3455,5,2378,0,3
1047,571,31003,2018-11-02,20:22:52,38881678,530391,27,3515,60,2410,32,3
1048,571,31003,2018-11-03,05:22:27,38894928,13250,8,3520,5,2412,2,3
1049,571,31003,2018-11-03,17:36:44,39036421,141493,12,3536,16,2428,16,3
1050,571,31003,2018-11-03,21:20:45,39125919,89498,3,3545,9,2435,7,3
1051,571,31003,2018-11-05,17:23:53,39213397,87478,44,3556,11,2437,2,3
1052,571,31003,2018-11-05,21:54:52,39329879,116482,4,3579,23,2452,15,3
1053,571,31003,2018-11-07,05:57:08,39718481,388602,32,3614,35,2477,25,3
1054,571,31003,2018-11-08,05:21:55,40050256,331775,23,3637,23,2477,0,3
1055,571,31003,2018-11-08,14:11:49,40128798,78542,8,3650,13,2477,0,3
1056,571,31003,2018-11-08,18:02:30,40186476,57678,3,3652,2,2478,1,3
1057,571,31003,2018-11-08,23:47:30,40321631,135155,5,3685,33,2494,16,3
1058,571,31003,2018-11-11,18:40:01,41052625,730994,66,3760,75,2544,50,3
1059,571,31003,2018-11-11,22:50:03,41152606,99981,4,3784,24,2550,6,3
1060,571,31003,2018-11-13,05:22:30,41174194,21588,30,3796,12,2552,2,3
1061,571,31003,2018-11-13,08:30:31,41284262,110068,3,3806,10,2559,7,3
1062,571,31003,2018-11-13,15:58:29,41289678,5416,7,3808,2,2560,1,3
1063,571,31003,2018-11-13,20:30:29,41388880,99202,4,3812,4,2564,4,3
1064,571,31003,2018-11-13,20:37:28,41392422,3542,0,3813,1,2564,0,3
1065,571,31003,2018-11-16,05:06:22,42155269,762847,56,3920,107,2626,62,3
1066,571,31003,2018-11-16,21:19:46,42403189,247920,16,3940,20,2626,0,3
1067,571,31003,2018-11-17,06:44:49,42417923,14734,9,3945,5,2627,1,3
1068,571,31003,2018-11-17,23:20:50,42655348,237425,16,3951,6,2633,6,3
1069,571,31003,2018-11-18,18:10:55,42740699,85351,18,3955,4,2633,0,3
1070,571,31003,2018-11-18,18:49:56,42746476,5777,0,3958,3,2633,0,3
1071,571,31003,2018-11-18,22:46:56,42819780,73304,3,3980,22,2650,17,3
1072,571,31003,2018-11-19,05:26:17,42827128,7348,6,3985,5,2652,2,3
1073,571,31003,2018-11-19,22:09:26,43071186,244058,16,4027,42,2678,26,3
1074,571,31003,2018-11-20,04:17:12,43080517,9331,6,4032,5,2680,2,3
1075,571,31003,2018-11-20,20:22:15,43349783,269266,16,4063,31,2708,28,3
1076,571,31003,2018-11-21,05:03:27,43359104,9321,8,4071,8,2709,1,3
1077,571,31003,2018-11-21,20:21:28,43619002,259898,15,4100,29,2729,20,3
1078,571,31003,2018-11-22,04:48:20,43632729,13727,8,4106,6,2731,2,3
1079,571,31003,2018-11-22,20:24:22,43896490,263761,15,4121,15,2745,14,3
1080,571,31003,2018-11-22,21:15:50,43906947,10457,0,4126,5,2746,1,3
1081,571,31003,2018-11-23,05:37:32,43953655,46708,8,4138,12,2753,7,3
1082,571,31003,2018-11-23,20:58:36,44273378,319723,15,4149,11,2762,9,3
1083,571,31003,2018-11-24,05:22:18,44281840,8462,8,4154,5,2764,2,3
1084,571,31003,2018-11-24,22:41:55,44581861,300021,17,4169,15,2775,11,3
1085,571,31003,2018-11-27,09:44:11,44967663,385802,59,4237,68,2822,47,3
1086,571,31003,2018-11-28,00:24:07,45202204,234541,14,4260,23,2840,18,3
1087,571,31003,2018-11-28,05:44:31,45209593,7389,5,4266,6,2841,1,3
1088,571,31003,2018-11-29,01:15:32,45501015,291422,19,4300,34,2874,33,3
1089,571,31003,2018-11-29,07:19:51,45534525,33510,6,4307,7,2875,1,3
1090,571,31003,2018-11-29,22:34:55,45814732,280207,15,4316,9,2882,7,3
1091,571,31003,2018-11-30,06:14:48,45821198,6466,7,4320,4,2884,2,3
1092,571,31003,2018-11-30,16:23:10,45905300,84102,10,4333,13,2897,13,3
1093,571,31003,2018-12-03,05:17:26,46018698,113398,60,4363,30,2910,13,3
1094,571,31003,2018-12-04,00:18:16,46289797,271099,19,4375,12,2922,12,3
1095,571,31003,2018-12-04,04:49:09,46296327,6530,4,4385,10,2923,1,3
1096,571,31003,2018-12-04,18:10:17,46511944,215617,13,4400,15,2937,14,3
1097,571,31003,2018-12-05,20:21:03,46662161,150217,26,4419,19,2948,11,3
1098,571,31003,2018-12-08,07:33:38,47349371,687210,59,4451,32,2962,14,3
1099,571,31003,2018-12-08,13:07:30,47449374,100003,5,4455,4,2965,3,3
1100,571,31003,2018-12-09,20:39:03,47548627,99253,31,4468,13,2966,1,3
1101,571,31003,2018-12-09,20:54:03,47553743,5116,0,4470,2,2967,1,3
1102,571,31003,2018-12-10,05:00:22,47573559,19816,8,4473,3,2968,1,3
1103,571,31003,2018-12-10,23:45:42,47823955,250396,18,4489,16,2984,16,3
1104,571,31003,2018-12-12,04:45:21,48136800,312845,28,4518,29,2999,15,3
1105,571,31003,2018-12-12,08:39:22,48215428,78628,3,4535,17,3015,16,3
1106,571,31003,2018-12-12,19:37:09,48313470,98042,10,4545,10,3017,2,3
1107,571,31003,2018-12-12,20:05:32,48319076,5606,0,4546,1,3018,1,3
1108,571,31003,2018-12-13,09:05:59,48397442,78366,13,4574,28,3029,11,3
1109,571,31003,2018-12-13,12:21:22,48427766,30324,3,4581,7,3029,0,3
1110,571,31003,2018-12-13,16:53:49,48461017,33251,4,4582,1,3030,1,3
1111,571,31003,2018-12-13,22:36:43,48558184,97167,5,4597,15,3036,6,3
1112,571,31003,2018-12-14,05:16:07,48570143,11959,6,4604,7,3038,2,3
1113,571,31003,2018-12-14,12:46:07,48698586,128443,7,4618,14,3048,10,3
1114,571,31003,2018-12-14,15:58:43,48711883,13297,3,4622,4,3049,1,3
1115,571,31003,2018-12-15,00:01:46,48860059,148176,8,4637,15,3061,12,3
1116,571,31003,2018-12-17,05:11:28,49028431,168372,53,4664,27,3066,5,3
1117,571,31003,2018-12-17,12:53:30,49160160,131729,7,4677,13,3077,11,3
1118,571,31003,2018-12-18,03:58:04,49326185,166025,15,4698,21,3094,17,3
1119,571,31003,2018-12-18,11:00:40,49465256,139071,7,4720,22,3112,18,3
1120,571,31003,2018-12-18,21:27:17,49594090,128834,10,4721,1,3113,1,3
1121,571,31003,2018-12-19,04:44:25,49609577,15487,7,4727,6,3114,1,3
1122,571,31003,2018-12-19,05:03:07,49615916,6339,0,4729,2,3114,0,3
1123,571,31003,2018-12-19,12:34:37,49744227,128311,7,4734,5,3118,4,3
1124,571,31003,2018-12-19,20:35:35,49822823,78596,8,4735,1,3119,1,3
1125,571,31003,2018-12-20,00:27:40,49884379,61556,3,4748,13,3132,13,3
1126,571,31003,2018-12-21,21:11:11,50286032,401653,44,4792,44,3163,31,3
1127,571,31003,2018-12-21,23:27:12,50323914,37882,2,4799,7,3168,5,3
1128,571,31003,2018-12-22,18:37:21,50378271,54357,19,4807,8,3170,2,3
1129,571,31003,2018-12-23,05:26:21,50422185,43914,10,4818,11,3172,2,3
1130,571,31003,2018-12-24,00:09:03,50729874,307689,18,4849,31,3196,24,3
1131,571,31003,2018-12-25,19:40:27,50889217,159343,43,4873,24,3213,17,3
1132,571,31003,2018-12-26,06:01:30,50895114,5897,10,4879,6,3214,1,3
1133,571,31003,2018-12-26,10:09:30,50974892,79778,4,4886,7,3221,7,3
1134,571,31003,2018-12-30,07:50:21,51263358,288466,93,4920,34,3236,15,3
1135,571,31003,2018-12-31,08:53:52,51266118,2760,25,4924,4,3236,0,3
1136,571,31003,2018-12-31,20:20:16,51313432,47314,11,4926,2,3237,1,3
1137,571,31003,2018-12-31,21:31:16,51335109,21677,1,4931,5,3242,5,3
1138,571,31003,2019-01-01,20:04:05,51410767,75658,22,4932,1,3244,2,3
1139,571,31003,2019-01-01,21:31:56,51440610,29843,1,4934,2,3247,3,3
1140,571,31003,2019-01-02,19:05:33,51505014,64404,21,4941,7,3248,1,3
1141,571,31003,2019-01-03,05:11:39,51624134,119120,10,4953,12,3254,6,3
1142,571,31003,2019-01-03,15:32:11,51748433,124299,10,4967,14,3268,14,3
1143,571,31003,2019-01-06,16:11:46,52073246,324813,72,4994,27,3271,3,3
1144,571,31003,2019-01-07,05:37:54,52079635,6389,13,5001,7,3273,2,3
1145,571,31003,2019-01-07,11:26:55,52191798,112163,5,5030,29,3297,24,3
1146,571,31003,2019-01-09,05:31:19,52453454,261656,42,5081,51,3325,28,3
1147,571,31003,2019-01-09,23:19:05,52735911,282457,17,5163,82,3393,68,3
1148,571,31003,2019-01-14,08:52:58,53240764,504853,105,5316,153,3496,103,3
1149,571,31003,2019-01-14,15:48:08,53339595,98831,6,5348,32,3498,2,3
1150,571,31003,2019-01-15,05:03:20,53508302,168707,13,5392,44,3524,26,3
1151,571,31003,2019-01-15,11:16:53,53608937,100635,6,5426,34,3553,29,3
1152,571,31003,2019-01-15,17:42:53,53648752,39815,6,5430,4,3553,0,3
1153,571,31003,2019-01-16,04:50:52,53658853,10101,11,5437,7,3554,1,3
